"","LON","LAT","set"
"5971",121.1708,23.4125,"狥场"
"5972",121.1792,23.4125,"狥场"
"5973",121.1875,23.4125,"狥场"
"5974",121.1958,23.4125,"狥场"
"5975",121.2042,23.4125,"狥场"
"5976",121.2125,23.4125,"狥场"
"5977",121.2208,23.4125,"狥场"
"5978",121.2292,23.4125,"狥场"
"5979",121.2375,23.4125,"狥场"
"5980",121.2458,23.4125,"狥场"
"5981",121.2542,23.4125,"狥场"
"5982",121.2625,23.4125,"狥场"
"5983",121.2708,23.4125,"狥场"
"5984",121.2792,23.4125,"狥场"
"5985",121.2875,23.4125,"狥场"
"5986",121.2958,23.4125,"狥场"
"5987",121.3042,23.4125,"狥场"
"5988",121.3125,23.4125,"狥场"
"5989",121.3208,23.4125,"狥场"
"5990",121.3292,23.4125,"狥场"
"5991",121.3375,23.4125,"狥场"
"5992",121.3458,23.4125,"狥场"
"5993",121.3542,23.4125,"狥场"
"5994",121.3625,23.4125,"狥场"
"5995",121.3708,23.4125,"狥场"
"5996",121.3792,23.4125,"狥场"
"5997",121.3875,23.4125,"狥场"
"5998",121.3958,23.4125,"狥场"
"5999",121.4042,23.4125,"狥场"
"6000",121.4125,23.4125,"狥场"
"6001",121.4208,23.4125,"狥场"
"6002",121.4292,23.4125,"狥场"
"6003",121.4375,23.4125,"狥场"
"6004",121.4458,23.4125,"狥场"
"6005",121.4542,23.4125,"狥场"
"6006",121.4625,23.4125,"狥场"
"6007",121.4708,23.4125,"狥场"
"6008",121.4792,23.4125,"狥场"
"6009",121.4875,23.4125,"狥场"
"6010",121.0208,23.42083,"狥场"
"6011",121.0292,23.42083,"狥场"
"6012",121.0375,23.42083,"狥场"
"6013",121.0458,23.42083,"狥场"
"6014",121.0542,23.42083,"狥场"
"6015",121.0625,23.42083,"狥场"
"6016",121.0708,23.42083,"狥场"
"6017",121.0792,23.42083,"狥场"
"6018",121.0875,23.42083,"狥场"
"6019",121.0958,23.42083,"狥场"
"6020",121.1042,23.42083,"狥场"
"6021",121.1125,23.42083,"狥场"
"6022",121.1208,23.42083,"狥场"
"6023",121.1292,23.42083,"狥场"
"6024",121.1375,23.42083,"狥场"
"6025",121.1458,23.42083,"狥场"
"6026",121.1542,23.42083,"狥场"
"6027",121.1625,23.42083,"狥场"
"6028",121.1708,23.42083,"狥场"
"6029",121.1792,23.42083,"狥场"
"6030",121.1875,23.42083,"狥场"
"6031",121.1958,23.42083,"狥场"
"6032",121.2042,23.42083,"狥场"
"6033",121.2125,23.42083,"狥场"
"6034",121.2208,23.42083,"狥场"
"6035",121.2292,23.42083,"狥场"
"6036",121.2375,23.42083,"狥场"
"6037",121.2458,23.42083,"狥场"
"6038",121.2542,23.42083,"狥场"
"6039",121.2625,23.42083,"狥场"
"6040",121.2708,23.42083,"狥场"
"6041",121.2792,23.42083,"狥场"
"6042",121.2875,23.42083,"狥场"
"6043",121.2958,23.42083,"狥场"
"6044",121.3042,23.42083,"狥场"
"6045",121.3125,23.42083,"狥场"
"6046",121.3208,23.42083,"狥场"
"6047",121.3292,23.42083,"狥场"
"6048",121.3375,23.42083,"狥场"
"6049",121.3458,23.42083,"狥场"
"6050",121.3542,23.42083,"狥场"
"6051",121.3625,23.42083,"狥场"
"6052",121.3708,23.42083,"狥场"
"6053",121.3792,23.42083,"狥场"
"6054",121.3875,23.42083,"狥场"
"6055",121.3958,23.42083,"狥场"
"6056",121.4042,23.42083,"狥场"
"6057",121.4125,23.42083,"狥场"
"6058",121.4208,23.42083,"狥场"
"6059",121.4292,23.42083,"狥场"
"6060",121.4375,23.42083,"狥场"
"6061",121.4458,23.42083,"狥场"
"6062",121.4542,23.42083,"狥场"
"6063",121.4625,23.42083,"狥场"
"6064",121.4708,23.42083,"狥场"
"6065",121.4792,23.42083,"狥场"
"6066",121.4875,23.42083,"狥场"
"6067",121.0125,23.42916,"狥场"
"6068",121.0208,23.42916,"狥场"
"6069",121.0292,23.42916,"狥场"
"6070",121.0375,23.42916,"狥场"
"6071",121.0458,23.42916,"狥场"
"6072",121.0542,23.42916,"狥场"
"6073",121.0625,23.42916,"狥场"
"6074",121.0708,23.42916,"狥场"
"6075",121.0792,23.42916,"狥场"
"6076",121.0875,23.42916,"狥场"
"6077",121.0958,23.42916,"狥场"
"6078",121.1042,23.42916,"狥场"
"6079",121.1125,23.42916,"狥场"
"6080",121.1208,23.42916,"狥场"
"6081",121.1292,23.42916,"狥场"
"6082",121.1375,23.42916,"狥场"
"6083",121.1458,23.42916,"狥场"
"6084",121.1542,23.42916,"狥场"
"6085",121.1625,23.42916,"狥场"
"6086",121.1708,23.42916,"狥场"
"6087",121.1792,23.42916,"狥场"
"6088",121.1875,23.42916,"狥场"
"6089",121.1958,23.42916,"狥场"
"6090",121.2042,23.42916,"狥场"
"6091",121.2125,23.42916,"狥场"
"6092",121.2208,23.42916,"狥场"
"6093",121.2292,23.42916,"狥场"
"6094",121.2375,23.42916,"狥场"
"6095",121.2458,23.42916,"狥场"
"6096",121.2542,23.42916,"狥场"
"6097",121.2625,23.42916,"狥场"
"6098",121.2708,23.42916,"狥场"
"6099",121.2792,23.42916,"狥场"
"6100",121.2875,23.42916,"狥场"
"6101",121.2958,23.42916,"狥场"
"6102",121.3042,23.42916,"狥场"
"6103",121.3125,23.42916,"狥场"
"6104",121.3208,23.42916,"狥场"
"6105",121.3292,23.42916,"狥场"
"6106",121.3375,23.42916,"狥场"
"6107",121.3458,23.42916,"狥场"
"6108",121.3542,23.42916,"狥场"
"6109",121.3625,23.42916,"狥场"
"6110",121.3708,23.42916,"狥场"
"6111",121.3792,23.42916,"狥场"
"6112",121.3875,23.42916,"狥场"
"6113",121.3958,23.42916,"狥场"
"6114",121.4042,23.42916,"狥场"
"6115",121.4125,23.42916,"狥场"
"6116",121.4208,23.42916,"狥场"
"6117",121.4292,23.42916,"狥场"
"6118",121.4375,23.42916,"狥场"
"6119",121.4458,23.42916,"狥场"
"6120",121.4542,23.42916,"狥场"
"6121",121.4625,23.42916,"狥场"
"6122",121.4708,23.42916,"狥场"
"6123",121.4792,23.42916,"狥场"
"6124",121.4875,23.42916,"狥场"
"6125",121.4958,23.42916,"狥场"
"6126",121.0125,23.4375,"狥场"
"6127",121.0208,23.4375,"狥场"
"6128",121.0292,23.4375,"狥场"
"6129",121.0375,23.4375,"狥场"
"6130",121.0458,23.4375,"狥场"
"6131",121.0542,23.4375,"狥场"
"6132",121.0625,23.4375,"狥场"
"6133",121.0708,23.4375,"狥场"
"6134",121.0792,23.4375,"狥场"
"6135",121.0875,23.4375,"狥场"
"6136",121.0958,23.4375,"狥场"
"6137",121.1042,23.4375,"狥场"
"6138",121.1125,23.4375,"狥场"
"6139",121.1208,23.4375,"狥场"
"6140",121.1292,23.4375,"狥场"
"6141",121.1375,23.4375,"狥场"
"6142",121.1458,23.4375,"狥场"
"6143",121.1542,23.4375,"狥场"
"6144",121.1625,23.4375,"狥场"
"6145",121.1708,23.4375,"狥场"
"6146",121.1792,23.4375,"狥场"
"6147",121.1875,23.4375,"狥场"
"6148",121.1958,23.4375,"狥场"
"6149",121.2042,23.4375,"狥场"
"6150",121.2125,23.4375,"狥场"
"6151",121.2208,23.4375,"狥场"
"6152",121.2292,23.4375,"狥场"
"6153",121.2375,23.4375,"狥场"
"6154",121.2458,23.4375,"狥场"
"6155",121.2542,23.4375,"狥场"
"6156",121.2625,23.4375,"狥场"
"6157",121.2708,23.4375,"狥场"
"6158",121.2792,23.4375,"狥场"
"6159",121.2875,23.4375,"狥场"
"6160",121.2958,23.4375,"狥场"
"6161",121.3042,23.4375,"狥场"
"6162",121.3125,23.4375,"狥场"
"6163",121.3208,23.4375,"狥场"
"6164",121.3292,23.4375,"狥场"
"6165",121.3375,23.4375,"狥场"
"6166",121.3458,23.4375,"狥场"
"6167",121.3542,23.4375,"狥场"
"6168",121.3625,23.4375,"狥场"
"6169",121.3708,23.4375,"狥场"
"6170",121.3792,23.4375,"狥场"
"6171",121.3875,23.4375,"狥场"
"6172",121.3958,23.4375,"狥场"
"6173",121.4042,23.4375,"狥场"
"6174",121.4125,23.4375,"狥场"
"6175",121.4208,23.4375,"狥场"
"6176",121.4292,23.4375,"狥场"
"6177",121.4375,23.4375,"狥场"
"6178",121.4458,23.4375,"狥场"
"6179",121.4542,23.4375,"狥场"
"6180",121.4625,23.4375,"狥场"
"6181",121.4708,23.4375,"狥场"
"6182",121.4792,23.4375,"狥场"
"6183",121.4875,23.4375,"狥场"
"6184",121.4958,23.4375,"狥场"
"6185",121.0292,23.44583,"狥场"
"6186",121.0375,23.44583,"狥场"
"6187",121.0458,23.44583,"狥场"
"6188",121.0542,23.44583,"狥场"
"6189",121.0625,23.44583,"狥场"
"6190",121.0708,23.44583,"狥场"
"6191",121.0792,23.44583,"狥场"
"6192",121.0875,23.44583,"狥场"
"6193",121.0958,23.44583,"狥场"
"6194",121.1042,23.44583,"狥场"
"6195",121.1125,23.44583,"狥场"
"6196",121.1208,23.44583,"狥场"
"6197",121.1292,23.44583,"狥场"
"6198",121.1375,23.44583,"狥场"
"6199",121.1458,23.44583,"狥场"
"6200",121.1542,23.44583,"狥场"
"6201",121.1625,23.44583,"狥场"
"6202",121.1708,23.44583,"狥场"
"6203",121.1792,23.44583,"狥场"
"6204",121.1875,23.44583,"狥场"
"6205",121.1958,23.44583,"狥场"
"6206",121.2042,23.44583,"狥场"
"6207",121.2125,23.44583,"狥场"
"6208",121.2208,23.44583,"狥场"
"6209",121.2292,23.44583,"狥场"
"6210",121.2375,23.44583,"狥场"
"6211",121.2458,23.44583,"狥场"
"6212",121.2542,23.44583,"狥场"
"6213",121.2625,23.44583,"狥场"
"6214",121.2708,23.44583,"狥场"
"6215",121.2792,23.44583,"狥场"
"6216",121.2875,23.44583,"狥场"
"6217",121.2958,23.44583,"狥场"
"6218",121.3042,23.44583,"狥场"
"6219",121.3125,23.44583,"狥场"
"6220",121.3208,23.44583,"狥场"
"6221",121.3292,23.44583,"狥场"
"6222",121.3375,23.44583,"狥场"
"6223",121.3458,23.44583,"狥场"
"6224",121.3542,23.44583,"狥场"
"6225",121.3625,23.44583,"狥场"
"6226",121.3708,23.44583,"狥场"
"6227",121.3792,23.44583,"狥场"
"6228",121.3875,23.44583,"狥场"
"6229",121.3958,23.44583,"狥场"
"6230",121.4042,23.44583,"狥场"
"6231",121.4125,23.44583,"狥场"
"6232",121.4208,23.44583,"狥场"
"6233",121.4292,23.44583,"狥场"
"6234",121.4375,23.44583,"狥场"
"6235",121.4458,23.44583,"狥场"
"6236",121.4542,23.44583,"狥场"
"6237",121.4625,23.44583,"狥场"
"6238",121.4708,23.44583,"狥场"
"6239",121.4792,23.44583,"狥场"
"6240",121.4875,23.44583,"狥场"
"6241",121.4958,23.44583,"狥场"
"6242",121.0458,23.45416,"狥场"
"6243",121.0542,23.45416,"狥场"
"6244",121.0625,23.45416,"狥场"
"6245",121.0708,23.45416,"狥场"
"6246",121.0792,23.45416,"狥场"
"6247",121.0875,23.45416,"狥场"
"6248",121.0958,23.45416,"狥场"
"6249",121.1042,23.45416,"狥场"
"6250",121.1125,23.45416,"狥场"
"6251",121.1208,23.45416,"狥场"
"6252",121.1292,23.45416,"狥场"
"6253",121.1375,23.45416,"狥场"
"6254",121.1458,23.45416,"狥场"
"6255",121.1542,23.45416,"狥场"
"6256",121.1625,23.45416,"狥场"
"6257",121.1708,23.45416,"狥场"
"6258",121.1792,23.45416,"狥场"
"6259",121.1875,23.45416,"狥场"
"6260",121.1958,23.45416,"狥场"
"6261",121.2042,23.45416,"狥场"
"6262",121.2125,23.45416,"狥场"
"6263",121.2208,23.45416,"狥场"
"6264",121.2292,23.45416,"狥场"
"6265",121.2375,23.45416,"狥场"
"6266",121.2458,23.45416,"狥场"
"6267",121.2542,23.45416,"狥场"
"6268",121.2625,23.45416,"狥场"
"6269",121.2708,23.45416,"狥场"
"6270",121.2792,23.45416,"狥场"
"6271",121.2875,23.45416,"狥场"
"6272",121.2958,23.45416,"狥场"
"6273",121.3042,23.45416,"狥场"
"6274",121.3125,23.45416,"狥场"
"6275",121.3208,23.45416,"狥场"
"6276",121.3292,23.45416,"狥场"
"6277",121.3375,23.45416,"狥场"
"6278",121.3458,23.45416,"狥场"
"6279",121.3542,23.45416,"狥场"
"6280",121.3625,23.45416,"狥场"
"6281",121.3708,23.45416,"狥场"
"6282",121.3792,23.45416,"狥场"
"6283",121.3875,23.45416,"狥场"
"6284",121.3958,23.45416,"狥场"
"6285",121.4042,23.45416,"狥场"
"6286",121.4125,23.45416,"狥场"
"6287",121.4208,23.45416,"狥场"
"6288",121.4292,23.45416,"狥场"
"6289",121.4375,23.45416,"狥场"
"6290",121.4458,23.45416,"狥场"
"6291",121.4542,23.45416,"狥场"
"6292",121.4625,23.45416,"狥场"
"6293",121.4708,23.45416,"狥场"
"6294",121.4792,23.45416,"狥场"
"6295",121.4875,23.45416,"狥场"
"6296",121.4958,23.45416,"狥场"
"6297",121.0542,23.4625,"狥场"
"6298",121.0625,23.4625,"狥场"
"6299",121.0708,23.4625,"狥场"
"6300",121.0792,23.4625,"狥场"
"6301",121.0875,23.4625,"狥场"
"6302",121.0958,23.4625,"狥场"
"6303",121.1042,23.4625,"狥场"
"6304",121.1125,23.4625,"狥场"
"6305",121.1208,23.4625,"狥场"
"6306",121.1292,23.4625,"狥场"
"6307",121.1375,23.4625,"狥场"
"6308",121.1458,23.4625,"狥场"
"6309",121.1542,23.4625,"狥场"
"6310",121.1625,23.4625,"狥场"
"6311",121.1708,23.4625,"狥场"
"6312",121.1792,23.4625,"狥场"
"6313",121.1875,23.4625,"狥场"
"6314",121.1958,23.4625,"狥场"
"6315",121.2042,23.4625,"狥场"
"6316",121.2125,23.4625,"狥场"
"6317",121.2208,23.4625,"狥场"
"6318",121.2292,23.4625,"狥场"
"6319",121.2375,23.4625,"狥场"
"6320",121.2458,23.4625,"狥场"
"6321",121.2542,23.4625,"狥场"
"6322",121.2625,23.4625,"狥场"
"6323",121.2708,23.4625,"狥场"
"6324",121.2792,23.4625,"狥场"
"6325",121.2875,23.4625,"狥场"
"6326",121.2958,23.4625,"狥场"
"6327",121.3042,23.4625,"狥场"
"6328",121.3125,23.4625,"狥场"
"6329",121.3208,23.4625,"狥场"
"6330",121.3292,23.4625,"狥场"
"6331",121.3375,23.4625,"狥场"
"6332",121.3458,23.4625,"狥场"
"6333",121.3542,23.4625,"狥场"
"6334",121.3625,23.4625,"狥场"
"6335",121.3708,23.4625,"狥场"
"6336",121.3792,23.4625,"狥场"
"6337",121.3875,23.4625,"狥场"
"6338",121.3958,23.4625,"狥场"
"6339",121.4042,23.4625,"狥场"
"6340",121.4125,23.4625,"狥场"
"6341",121.4208,23.4625,"狥场"
"6342",121.4292,23.4625,"狥场"
"6343",121.4375,23.4625,"狥场"
"6344",121.4458,23.4625,"狥场"
"6345",121.4542,23.4625,"狥场"
"6346",121.4625,23.4625,"狥场"
"6347",121.4708,23.4625,"狥场"
"6348",121.4792,23.4625,"狥场"
"6349",121.4875,23.4625,"狥场"
"6350",121.4958,23.4625,"狥场"
"6351",121.5042,23.4625,"狥场"
"6352",121.0375,23.47083,"狥场"
"6353",121.0458,23.47083,"狥场"
"6354",121.0542,23.47083,"狥场"
"6355",121.0625,23.47083,"狥场"
"6356",121.0708,23.47083,"狥场"
"6357",121.0792,23.47083,"狥场"
"6358",121.0875,23.47083,"狥场"
"6359",121.0958,23.47083,"狥场"
"6360",121.1042,23.47083,"狥场"
"6361",121.1125,23.47083,"狥场"
"6362",121.1208,23.47083,"狥场"
"6363",121.1292,23.47083,"狥场"
"6364",121.1375,23.47083,"狥场"
"6365",121.1458,23.47083,"狥场"
"6366",121.1542,23.47083,"狥场"
"6367",121.1625,23.47083,"狥场"
"6368",121.1708,23.47083,"狥场"
"6369",121.1792,23.47083,"狥场"
"6370",121.1875,23.47083,"狥场"
"6371",121.1958,23.47083,"狥场"
"6372",121.2042,23.47083,"狥场"
"6373",121.2125,23.47083,"狥场"
"6374",121.2208,23.47083,"狥场"
"6375",121.2292,23.47083,"狥场"
"6376",121.2375,23.47083,"狥场"
"6377",121.2458,23.47083,"狥场"
"6378",121.2542,23.47083,"狥场"
"6379",121.2625,23.47083,"狥场"
"6380",121.2708,23.47083,"狥场"
"6381",121.2792,23.47083,"狥场"
"6382",121.2875,23.47083,"狥场"
"6383",121.2958,23.47083,"狥场"
"6384",121.3042,23.47083,"狥场"
"6385",121.3125,23.47083,"狥场"
"6386",121.3208,23.47083,"狥场"
"6387",121.3292,23.47083,"狥场"
"6388",121.3375,23.47083,"狥场"
"6389",121.3458,23.47083,"狥场"
"6390",121.3542,23.47083,"狥场"
"6391",121.3625,23.47083,"狥场"
"6392",121.3708,23.47083,"狥场"
"6393",121.3792,23.47083,"狥场"
"6394",121.3875,23.47083,"狥场"
"6395",121.3958,23.47083,"狥场"
"6396",121.4042,23.47083,"狥场"
"6397",121.4125,23.47083,"狥场"
"6398",121.4208,23.47083,"狥场"
"6399",121.4292,23.47083,"狥场"
"6400",121.4375,23.47083,"狥场"
"6401",121.4458,23.47083,"狥场"
"6402",121.4542,23.47083,"狥场"
"6403",121.4625,23.47083,"狥场"
"6404",121.4708,23.47083,"狥场"
"6405",121.4792,23.47083,"狥场"
"6406",121.4875,23.47083,"狥场"
"6407",121.4958,23.47083,"狥场"
"6408",121.5042,23.47083,"狥场"
"6409",121.5125,23.47083,"狥场"
"6410",121.0375,23.47916,"狥场"
"6411",121.0458,23.47916,"狥场"
"6412",121.0542,23.47916,"狥场"
"6413",121.0625,23.47916,"狥场"
"6414",121.0708,23.47916,"狥场"
"6415",121.0792,23.47916,"狥场"
"6416",121.0875,23.47916,"狥场"
"6417",121.0958,23.47916,"狥场"
"6418",121.1042,23.47916,"狥场"
"6419",121.1125,23.47916,"狥场"
"6420",121.1208,23.47916,"狥场"
"6421",121.1292,23.47916,"狥场"
"6422",121.1375,23.47916,"狥场"
"6423",121.1458,23.47916,"狥场"
"6424",121.1542,23.47916,"狥场"
"6425",121.1625,23.47916,"狥场"
"6426",121.1708,23.47916,"狥场"
"6427",121.1792,23.47916,"狥场"
"6428",121.1875,23.47916,"狥场"
"6429",121.1958,23.47916,"狥场"
"6430",121.2042,23.47916,"狥场"
"6431",121.2125,23.47916,"狥场"
"6432",121.2208,23.47916,"狥场"
"6433",121.2292,23.47916,"狥场"
"6434",121.2375,23.47916,"狥场"
"6435",121.2458,23.47916,"狥场"
"6436",121.2542,23.47916,"狥场"
"6437",121.2625,23.47916,"狥场"
"6438",121.2708,23.47916,"狥场"
"6439",121.2792,23.47916,"狥场"
"6440",121.2875,23.47916,"狥场"
"6441",121.2958,23.47916,"狥场"
"6442",121.3042,23.47916,"狥场"
"6443",121.3125,23.47916,"狥场"
"6444",121.3208,23.47916,"狥场"
"6445",121.3292,23.47916,"狥场"
"6446",121.3375,23.47916,"狥场"
"6447",121.3458,23.47916,"狥场"
"6448",121.3542,23.47916,"狥场"
"6449",121.3625,23.47916,"狥场"
"6450",121.3708,23.47916,"狥场"
"6451",121.3792,23.47916,"狥场"
"6452",121.3875,23.47916,"狥场"
"6453",121.3958,23.47916,"狥场"
"6454",121.4042,23.47916,"狥场"
"6455",121.4125,23.47916,"狥场"
"6456",121.4208,23.47916,"狥场"
"6457",121.4292,23.47916,"狥场"
"6458",121.4375,23.47916,"狥场"
"6459",121.4458,23.47916,"狥场"
"6460",121.4542,23.47916,"狥场"
"6461",121.4625,23.47916,"狥场"
"6462",121.4708,23.47916,"狥场"
"6463",121.4792,23.47916,"狥场"
"6464",121.4875,23.47916,"狥场"
"6465",121.4958,23.47916,"狥场"
"6466",121.5042,23.47916,"狥场"
"6467",121.5125,23.47916,"狥场"
"6468",121.0458,23.4875,"狥场"
"6469",121.0542,23.4875,"狥场"
"6470",121.0625,23.4875,"狥场"
"6471",121.0708,23.4875,"狥场"
"6472",121.0792,23.4875,"狥场"
"6473",121.0875,23.4875,"狥场"
"6474",121.0958,23.4875,"狥场"
"6475",121.1042,23.4875,"狥场"
"6476",121.1125,23.4875,"狥场"
"6477",121.1208,23.4875,"狥场"
"6478",121.1292,23.4875,"狥场"
"6479",121.1375,23.4875,"狥场"
"6480",121.1458,23.4875,"狥场"
"6481",121.1542,23.4875,"狥场"
"6482",121.1625,23.4875,"狥场"
"6483",121.1708,23.4875,"狥场"
"6484",121.1792,23.4875,"狥场"
"6485",121.1875,23.4875,"狥场"
"6486",121.1958,23.4875,"狥场"
"6487",121.2042,23.4875,"狥场"
"6488",121.2125,23.4875,"狥场"
"6489",121.2208,23.4875,"狥场"
"6490",121.2292,23.4875,"狥场"
"6491",121.2375,23.4875,"狥场"
"6492",121.2458,23.4875,"狥场"
"6493",121.2542,23.4875,"狥场"
"6494",121.2625,23.4875,"狥场"
"6495",121.2708,23.4875,"狥场"
"6496",121.2792,23.4875,"狥场"
"6497",121.2875,23.4875,"狥场"
"6498",121.2958,23.4875,"狥场"
"6499",121.3042,23.4875,"狥场"
"6500",121.3125,23.4875,"狥场"
"6501",121.3208,23.4875,"狥场"
"6502",121.3292,23.4875,"狥场"
"6503",121.3375,23.4875,"狥场"
"6504",121.3458,23.4875,"狥场"
"6505",121.3542,23.4875,"狥场"
"6506",121.3625,23.4875,"狥场"
"6507",121.3708,23.4875,"狥场"
"6508",121.3792,23.4875,"狥场"
"6509",121.3875,23.4875,"狥场"
"6510",121.3958,23.4875,"狥场"
"6511",121.4042,23.4875,"狥场"
"6512",121.4125,23.4875,"狥场"
"6513",121.4208,23.4875,"狥场"
"6514",121.4292,23.4875,"狥场"
"6515",121.4375,23.4875,"狥场"
"6516",121.4458,23.4875,"狥场"
"6517",121.4542,23.4875,"狥场"
"6518",121.4625,23.4875,"狥场"
"6519",121.4708,23.4875,"狥场"
"6520",121.4792,23.4875,"狥场"
"6521",121.4875,23.4875,"狥场"
"6522",121.4958,23.4875,"狥场"
"6523",121.5042,23.4875,"狥场"
"6524",121.5125,23.4875,"狥场"
"6525",121.0542,23.49583,"狥场"
"6526",121.0625,23.49583,"狥场"
"6527",121.0708,23.49583,"狥场"
"6528",121.0792,23.49583,"狥场"
"6529",121.0875,23.49583,"狥场"
"6530",121.0958,23.49583,"狥场"
"6531",121.1042,23.49583,"狥场"
"6532",121.1125,23.49583,"狥场"
"6533",121.1208,23.49583,"狥场"
"6534",121.1292,23.49583,"狥场"
"6535",121.1375,23.49583,"狥场"
"6536",121.1458,23.49583,"狥场"
"6537",121.1542,23.49583,"狥场"
"6538",121.1625,23.49583,"狥场"
"6539",121.1708,23.49583,"狥场"
"6540",121.1792,23.49583,"狥场"
"6541",121.1875,23.49583,"狥场"
"6542",121.1958,23.49583,"狥场"
"6543",121.2042,23.49583,"狥场"
"6544",121.2125,23.49583,"狥场"
"6545",121.2208,23.49583,"狥场"
"6546",121.2292,23.49583,"狥场"
"6547",121.2375,23.49583,"狥场"
"6548",121.2458,23.49583,"狥场"
"6549",121.2542,23.49583,"狥场"
"6550",121.2625,23.49583,"狥场"
"6551",121.2708,23.49583,"狥场"
"6552",121.2792,23.49583,"狥场"
"6553",121.2875,23.49583,"狥场"
"6554",121.2958,23.49583,"狥场"
"6555",121.3042,23.49583,"狥场"
"6556",121.3125,23.49583,"狥场"
"6557",121.3208,23.49583,"狥场"
"6558",121.3292,23.49583,"狥场"
"6559",121.3375,23.49583,"狥场"
"6560",121.3458,23.49583,"狥场"
"6561",121.3542,23.49583,"狥场"
"6562",121.3625,23.49583,"狥场"
"6563",121.3708,23.49583,"狥场"
"6564",121.3792,23.49583,"狥场"
"6565",121.3875,23.49583,"狥场"
"6566",121.3958,23.49583,"狥场"
"6567",121.4042,23.49583,"狥场"
"6568",121.4125,23.49583,"狥场"
"6569",121.4208,23.49583,"狥场"
"6570",121.4292,23.49583,"狥场"
"6571",121.4375,23.49583,"狥场"
"6572",121.4458,23.49583,"狥场"
"6573",121.4542,23.49583,"狥场"
"6574",121.4625,23.49583,"狥场"
"6575",121.4708,23.49583,"狥场"
"6576",121.4792,23.49583,"狥场"
"6577",121.4875,23.49583,"狥场"
"6578",121.4958,23.49583,"狥场"
"6579",121.5042,23.49583,"狥场"
"6580",121.5125,23.49583,"狥场"
"6581",121.0625,23.50417,"狥场"
"6582",121.0708,23.50417,"狥场"
"6583",121.0792,23.50417,"狥场"
"6584",121.0875,23.50417,"狥场"
"6585",121.0958,23.50417,"狥场"
"6586",121.1042,23.50417,"狥场"
"6587",121.1125,23.50417,"狥场"
"6588",121.1208,23.50417,"狥场"
"6589",121.1292,23.50417,"狥场"
"6590",121.1375,23.50417,"狥场"
"6591",121.1458,23.50417,"狥场"
"6592",121.1542,23.50417,"狥场"
"6593",121.1625,23.50417,"狥场"
"6594",121.1708,23.50417,"狥场"
"6595",121.1792,23.50417,"狥场"
"6596",121.1875,23.50417,"狥场"
"6597",121.1958,23.50417,"狥场"
"6598",121.2042,23.50417,"狥场"
"6599",121.2125,23.50417,"狥场"
"6600",121.2208,23.50417,"狥场"
"6601",121.2292,23.50417,"狥场"
"6602",121.2375,23.50417,"狥场"
"6603",121.2458,23.50417,"狥场"
"6604",121.2542,23.50417,"狥场"
"6605",121.2625,23.50417,"狥场"
"6606",121.2708,23.50417,"狥场"
"6607",121.2792,23.50417,"狥场"
"6608",121.2875,23.50417,"狥场"
"6609",121.2958,23.50417,"狥场"
"6610",121.3042,23.50417,"狥场"
"6611",121.3125,23.50417,"狥场"
"6612",121.3208,23.50417,"狥场"
"6613",121.3292,23.50417,"狥场"
"6614",121.3375,23.50417,"狥场"
"6615",121.3458,23.50417,"狥场"
"6616",121.3542,23.50417,"狥场"
"6617",121.3625,23.50417,"狥场"
"6618",121.3708,23.50417,"狥场"
"6619",121.3792,23.50417,"狥场"
"6620",121.3875,23.50417,"狥场"
"6621",121.3958,23.50417,"狥场"
"6622",121.4042,23.50417,"狥场"
"6623",121.4125,23.50417,"狥场"
"6624",121.4208,23.50417,"狥场"
"6625",121.4292,23.50417,"狥场"
"6626",121.4375,23.50417,"狥场"
"6627",121.4458,23.50417,"狥场"
"6628",121.4542,23.50417,"狥场"
"6629",121.4625,23.50417,"狥场"
"6630",121.4708,23.50417,"狥场"
"6631",121.4792,23.50417,"狥场"
"6632",121.4875,23.50417,"狥场"
"6633",121.4958,23.50417,"狥场"
"6634",121.5042,23.50417,"狥场"
"6635",121.0625,23.5125,"狥场"
"6636",121.0708,23.5125,"狥场"
"6637",121.0792,23.5125,"狥场"
"6638",121.0875,23.5125,"狥场"
"6639",121.0958,23.5125,"狥场"
"6640",121.1042,23.5125,"狥场"
"6641",121.1125,23.5125,"狥场"
"6642",121.1208,23.5125,"狥场"
"6643",121.1292,23.5125,"狥场"
"6644",121.1375,23.5125,"狥场"
"6645",121.1458,23.5125,"狥场"
"6646",121.1542,23.5125,"狥场"
"6647",121.1625,23.5125,"狥场"
"6648",121.1708,23.5125,"狥场"
"6649",121.1792,23.5125,"狥场"
"6650",121.1875,23.5125,"狥场"
"6651",121.1958,23.5125,"狥场"
"6652",121.2042,23.5125,"狥场"
"6653",121.2125,23.5125,"狥场"
"6654",121.2208,23.5125,"狥场"
"6655",121.2292,23.5125,"狥场"
"6656",121.2375,23.5125,"狥场"
"6657",121.2458,23.5125,"狥场"
"6658",121.2542,23.5125,"狥场"
"6659",121.2625,23.5125,"狥场"
"6660",121.2708,23.5125,"狥场"
"6661",121.2792,23.5125,"狥场"
"6662",121.2875,23.5125,"狥场"
"6663",121.2958,23.5125,"狥场"
"6664",121.3042,23.5125,"狥场"
"6665",121.3125,23.5125,"狥场"
"6666",121.3208,23.5125,"狥场"
"6667",121.3292,23.5125,"狥场"
"6668",121.3375,23.5125,"狥场"
"6669",121.3458,23.5125,"狥场"
